Task #,Driver,Forklift,Workcenter,Part No,Status,Name,Creation Time,Start Time,End Time,Duration (m:s),Distance
10661,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:43 AM,11/28/22 07:59 AM,11/28/22 07:59 AM,00:01,0
10660,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/28/22 07:43 AM,11/28/22 07:58 AM,11/28/22 08:01 AM,03:01,0
10659,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:42 AM,11/28/22 07:54 AM,11/28/22 07:54 AM,00:03,0
10658,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:37 AM,11/28/22 07:40 AM,11/28/22 07:41 AM,00:51,0
10657,Linde 11,Linde 11,Assembly-10,71190-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/28/22 07:37 AM,11/28/22 07:40 AM,11/28/22 07:40 AM,00:01,0
10656,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/28/22 07:37 AM,11/28/22 07:39 AM,11/28/22 07:40 AM,00:25,0
10655,Linde 11,Linde 11,Assembly-14A,74465-T20-A000-HMI,Completed,Container Move,11/28/22 07:35 AM,11/28/22 07:39 AM,11/28/22 07:39 AM,00:02,0
10654,Linde 11,Linde 11,Assembly-9,84141-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/28/22 07:35 AM,11/28/22 07:39 AM,11/28/22 07:39 AM,00:01,0
10653,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:35 AM,11/28/22 07:39 AM,11/28/22 07:39 AM,00:01,0
10652,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:33 AM,11/28/22 07:39 AM,11/28/22 07:39 AM,00:01,0
10651,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH802L-WIP,Completed,Replenishment,11/28/22 07:30 AM,11/28/22 07:39 AM,11/28/22 07:39 AM,00:01,0
10650,Linde 11,Linde 11,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:29 AM,11/28/22 07:38 AM,11/28/22 07:38 AM,00:01,0
10649,Linde 11,Linde 11,Assembly-5,84101-T20-A110-21-NH900L-WIP,Completed,Replenishment,11/28/22 07:28 AM,11/28/22 07:38 AM,11/28/22 07:38 AM,00:01,0
10648,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:26 AM,11/28/22 07:38 AM,11/28/22 07:38 AM,00:01,0
10647,Linde 11,Linde 11,Assembly-10,71190-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/28/22 07:26 AM,11/28/22 07:38 AM,11/28/22 07:38 AM,00:28,0
10646,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:25 AM,11/28/22 07:38 AM,11/28/22 07:38 AM,00:01,0
10645,Linde 11,Linde 11,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,11/28/22 07:24 AM,11/28/22 07:38 AM,11/28/22 07:38 AM,00:01,0
10644,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH802L-MAP,Completed,F/G Put Away,11/28/22 07:24 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:01,0
10643,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:24 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:01,0
10642,Linde 11,Linde 11,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,11/28/22 07:20 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:13,0
10641,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/28/22 07:20 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:01,0
10640,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:20 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:01,0
10639,Linde 11,Linde 11,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/28/22 07:20 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:01,0
10638,Linde 11,Linde 11,Assembly-9,84141-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:18 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:01,0
10637,Linde 11,Linde 11,Assembly-4,84151-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:16 AM,11/28/22 07:37 AM,11/28/22 07:37 AM,00:01,0
10636,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:15 AM,11/28/22 07:36 AM,11/28/22 07:37 AM,00:14,0
10635,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 07:05 AM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10634,,,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 06:28 AM,,11/28/22 07:36 AM,,0
10633,,,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/28/22 06:03 AM,,11/28/22 07:36 AM,,0
10632,,,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 05:37 AM,,11/28/22 07:36 AM,,0
10631,,,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/28/22 04:26 AM,,11/28/22 07:36 AM,,0
10630,,,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 11:48 PM,,11/28/22 07:36 AM,,0
10629,,,Assembly-4,84151-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 11:40 PM,,11/28/22 07:36 AM,,0
10628,,,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 11:32 PM,,11/28/22 07:36 AM,,0
10627,,,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 11:26 PM,,11/28/22 07:36 AM,,0
10626,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 11:24 PM,11/28/22 07:35 AM,11/28/22 07:35 AM,00:01,0
10625,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 11:18 PM,11/28/22 07:34 AM,11/28/22 07:34 AM,00:03,0
10624,,,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 11:13 PM,,11/28/22 07:35 AM,,0
10623,Linde 15,Linde 15,Assembly-5,84101-T20-A110-21-NH900L-WIP,Completed,Replenishment,11/25/22 11:10 PM,11/28/22 07:32 AM,11/28/22 07:32 AM,00:05,0
10622,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 10:57 PM,11/28/22 07:32 AM,11/28/22 07:32 AM,00:02,0
10621,,,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 10:54 PM,,11/28/22 07:35 AM,,0
10620,,,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/25/22 10:45 PM,,11/28/22 07:35 AM,,0
10619,,,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 10:39 PM,,11/28/22 07:35 AM,,0
10618,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 10:17 PM,11/25/22 10:33 PM,11/25/22 10:33 PM,00:01,0
10617,,,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 10:00 PM,,11/28/22 07:35 AM,,0
10616,Linde 15,Linde 15,Assembly-5,84101-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 10:00 PM,11/25/22 10:33 PM,11/25/22 10:33 PM,00:01,0
10615,,,Assembly-11,77380-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 09:55 PM,,11/28/22 07:35 AM,,0
10614,Linde 15,Linde 15,Assembly-4,84151-T20-A213-22-NH900L-WIP,Completed,Replenishment,11/25/22 09:48 PM,11/25/22 09:51 PM,11/25/22 09:51 PM,00:01,0
10613,,,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 09:47 PM,,11/28/22 07:35 AM,,0
10612,Linde 15,Linde 15,Assembly-4,84151-T20-A213-22-NH900L-WIP,Completed,Replenishment,11/25/22 09:42 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:01,0
10611,Linde 15,Linde 15,Assembly-5,84101-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 09:39 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:05,0
10610,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 09:38 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:02,0
10609,,,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 09:33 PM,,11/28/22 07:35 AM,,0
10608,Linde 15,Linde 15,Assembly-5,84101-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 09:18 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:01,0
10607,,,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/25/22 09:13 PM,,11/28/22 07:35 AM,,0
10606,Linde 15,Linde 15,Assembly-5,84101-T20-A213-22-NH900L-WIP,Completed,Replenishment,11/25/22 09:11 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:01,0
10605,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 09:11 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:01,0
10604,,,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 09:08 PM,,11/28/22 07:35 AM,,0
10603,,,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 08:59 PM,,11/28/22 07:35 AM,,0
10602,Linde 15,Linde 15,Assembly-4,84151-T20-A213-22-NH900L-WIP,Completed,Replenishment,11/25/22 08:54 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:01,0
10601,Linde 15,Linde 15,Assembly-5,84101-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 08:46 PM,11/25/22 09:50 PM,11/25/22 09:50 PM,00:09,0
10600,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 08:45 PM,11/25/22 09:49 PM,11/25/22 09:50 PM,00:15,0
10599,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 08:39 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10598,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 07:59 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10597,Linde 15,Linde 15,Assembly-5,84101-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 07:53 PM,11/25/22 07:53 PM,11/25/22 07:53 PM,00:02,0
10596,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 07:50 PM,11/25/22 07:51 PM,11/25/22 07:51 PM,00:13,0
10595,Linde 11,Linde 11,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/25/22 07:37 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10594,Linde 15,Linde 15,Assembly-4,84151-T20-A115-C1-NH882L-WIP,Completed,Replenishment,11/25/22 07:32 PM,11/25/22 07:33 PM,11/25/22 07:33 PM,00:32,0
10593,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 07:29 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10592,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 07:27 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:03,0
10591,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 07:23 PM,11/25/22 07:24 PM,11/25/22 07:24 PM,00:01,0
10590,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 07:09 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10589,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 06:53 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10588,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 06:49 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10587,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 06:31 PM,11/28/22 07:36 AM,11/28/22 07:36 AM,00:01,0
10586,Linde 11,Linde 11,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/25/22 06:24 PM,11/28/22 07:35 AM,11/28/22 07:35 AM,00:01,0
10585,Linde 15,Linde 15,Assembly-4,39120-T00-T010-M1,Completed,Replenishment,11/25/22 06:20 PM,11/25/22 06:21 PM,11/25/22 06:21 PM,00:01,0
10584,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 05:56 PM,11/28/22 07:35 AM,11/28/22 07:35 AM,00:01,0
10583,,,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 05:56 PM,,11/28/22 07:34 AM,,0
10582,,,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 05:38 PM,,11/28/22 07:34 AM,,0
10581,,,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 05:24 PM,,11/28/22 07:34 AM,,0
10580,Linde 15,Linde 15,Assembly-4,84151-T20-A115-C1-NH882L-WIP,Completed,Replenishment,11/25/22 04:49 PM,11/25/22 04:49 PM,11/25/22 04:50 PM,00:55,0
10579,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH882L-HMI,Completed,F/G Put Away,11/25/22 04:48 PM,11/25/22 04:48 PM,11/25/22 04:48 PM,00:02,0
10578,,,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 04:40 PM,,11/28/22 07:34 AM,,0
10577,,,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/25/22 04:09 PM,,11/28/22 07:34 AM,,0
10576,,,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 04:04 PM,,11/28/22 07:34 AM,,0
10575,Linde 15,Linde 15,Assembly-4,84151-T20-A210-23-NH900L,Completed,Replenishment,11/25/22 03:51 PM,11/25/22 04:29 PM,11/25/22 04:29 PM,00:08,0
10574,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH900L-HMI,Completed,F/G Put Away,11/25/22 03:39 PM,11/25/22 04:27 PM,11/25/22 04:29 PM,02:06,0
10573,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/25/22 03:24 PM,11/25/22 04:23 PM,11/25/22 04:23 PM,00:07,0
10572,Linde 15,Linde 15,Assembly-5,84101-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 03:22 PM,11/25/22 04:22 PM,11/25/22 04:22 PM,00:06,0
10571,Linde 15,Linde 15,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 03:22 PM,11/25/22 04:22 PM,11/25/22 04:22 PM,00:01,0
10570,Linde 15,Linde 15,Assembly-1,84505-T20-A110-M1-NH900L-WIP,Completed,Replenishment,11/25/22 03:22 PM,11/25/22 04:22 PM,11/25/22 04:22 PM,00:13,0
10569,,,Assembly-14,74465-T20-A000-HCM,Completed,F/G Put Away,11/25/22 03:19 PM,,11/28/22 07:34 AM,,0
10568,Linde 11,Linde 11,Assembly-9,84141-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 03:19 PM,11/28/22 07:33 AM,11/28/22 07:35 AM,02:37,0
10567,Linde 11,Linde 11,Assembly-10,71190-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/25/22 03:17 PM,11/28/22 07:33 AM,11/28/22 07:33 AM,00:01,0
10566,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 03:14 PM,11/28/22 07:33 AM,11/28/22 07:33 AM,00:01,0
10565,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/25/22 03:10 PM,11/25/22 03:12 PM,11/25/22 03:12 PM,00:01,0
10564,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 03:10 PM,11/25/22 03:12 PM,11/25/22 03:12 PM,00:01,0
10563,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/25/22 03:07 PM,11/25/22 03:11 PM,11/25/22 03:12 PM,00:39,0
10562,Linde 15,Linde 15,Assembly-2,84181-T20-A110-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 03:07 PM,11/25/22 03:11 PM,11/25/22 03:11 PM,00:01,0
10561,Linde 15,Linde 15,Assembly-5,84101-T20-A210-23-NH882L,Completed,Replenishment,11/25/22 03:05 PM,11/25/22 03:10 PM,11/25/22 03:10 PM,00:03,0
10560,Linde 11,Linde 11,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,11/25/22 03:04 PM,11/28/22 07:32 AM,11/28/22 07:32 AM,00:01,0
10559,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,11/25/22 03:03 PM,11/28/22 07:32 AM,11/28/22 07:32 AM,00:01,0
10558,Linde 15,Linde 15,Assembly-5,84101-T20-A210-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 03:01 PM,11/25/22 03:05 PM,11/25/22 03:05 PM,00:01,0
10557,Linde 11,Linde 11,Assembly-10,71190-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/25/22 02:58 PM,11/28/22 07:26 AM,11/28/22 07:26 AM,00:02,0
10556,Linde 15,Linde 15,Assembly-8,84191-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 02:58 PM,11/25/22 03:05 PM,11/25/22 03:05 PM,00:03,0
10555,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/25/22 02:58 PM,11/25/22 03:05 PM,11/25/22 03:05 PM,00:01,0
10554,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH900L-HMI,Completed,F/G Put Away,11/25/22 02:58 PM,11/25/22 03:04 PM,11/25/22 03:04 PM,00:01,0
10553,Linde 11,Linde 11,Assembly-12,74415-T20-A000-HCM,Completed,Container Move,11/25/22 02:57 PM,11/28/22 07:17 AM,11/28/22 07:17 AM,00:03,0
10552,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,11/25/22 02:51 PM,11/28/22 07:17 AM,11/28/22 07:17 AM,00:01,0
10551,Linde 15,Linde 15,Assembly-1,84500-T20-A012-X0-NH900L-WIP,Completed,Replenishment,11/25/22 02:51 PM,11/25/22 02:55 PM,11/25/22 02:55 PM,00:01,0
10550,Linde 11,Linde 11,Assembly-14,74465-T20-A000-NH900L-SBS,Completed,Replenishment,11/25/22 02:50 PM,11/28/22 07:17 AM,11/28/22 07:17 AM,00:02,0
10549,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 02:50 PM,11/28/22 07:17 AM,11/28/22 07:17 AM,00:01,0
10548,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/25/22 02:49 PM,11/25/22 02:55 PM,11/25/22 02:55 PM,00:01,0
10547,Linde 15,Linde 15,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 02:49 PM,11/25/22 02:55 PM,11/25/22 02:55 PM,00:01,0
10546,Linde 11,Linde 11,Assembly-14,74465-T20-A000-HCM,Completed,Container Move,11/25/22 02:48 PM,11/28/22 07:16 AM,11/28/22 07:16 AM,00:01,0
10545,Linde 11,Linde 11,Assembly-14,74465-T20-A000-NH900L-SBS,Completed,Replenishment,11/25/22 02:48 PM,11/28/22 07:16 AM,11/28/22 07:16 AM,00:01,0
10544,Linde 11,Linde 11,Assembly-13,74415-T20-A000-HCM,Completed,F/G Put Away,11/25/22 02:46 PM,11/28/22 07:16 AM,11/28/22 07:16 AM,00:01,0
10543,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 02:46 PM,11/25/22 02:55 PM,11/25/22 02:55 PM,00:02,0
10542,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH882L-WIP,Completed,Replenishment,11/25/22 02:46 PM,11/25/22 02:55 PM,11/25/22 02:55 PM,00:01,0
10541,Linde 11,Linde 11,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/25/22 02:44 PM,11/28/22 07:14 AM,11/28/22 07:14 AM,00:03,0
10540,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 02:44 PM,11/25/22 02:55 PM,11/25/22 02:55 PM,00:02,0
10539,Linde 11,Linde 11,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,11/25/22 02:41 PM,11/25/22 03:16 PM,11/25/22 03:16 PM,00:01,0
10538,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/25/22 02:41 PM,11/25/22 03:16 PM,11/25/22 03:16 PM,00:01,0
10537,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,11/25/22 02:39 PM,11/25/22 03:16 PM,11/25/22 03:16 PM,00:02,0
10536,Linde 11,Linde 11,Assembly-9,84141-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 02:37 PM,11/25/22 03:16 PM,11/25/22 03:16 PM,00:01,0
10535,Linde 15,Linde 15,Assembly-4,84151-T20-A210-M1-NH900L-HMI,Completed,F/G Put Away,11/25/22 02:37 PM,11/25/22 02:54 PM,11/25/22 02:54 PM,00:01,0
10534,Linde 11,Linde 11,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,11/25/22 02:36 PM,11/25/22 03:16 PM,11/25/22 03:16 PM,00:01,0
10533,Linde 15,Linde 15,Assembly-6,84163-T20-A012-M1-NH802L-WIP,Completed,Replenishment,11/25/22 02:36 PM,11/25/22 02:54 PM,11/25/22 02:54 PM,00:01,0
10532,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C2-NH802L-WIP,Completed,Replenishment,11/25/22 02:36 PM,11/25/22 02:54 PM,11/25/22 02:54 PM,00:01,0
10531,Linde 15,Linde 15,Assembly-6,84161-T20-A012-22-NH802L-WIP,Completed,Replenishment,11/25/22 02:36 PM,11/25/22 02:54 PM,11/25/22 02:54 PM,00:03,0
10530,Linde 15,Linde 15,Assembly-6,84161-T20-A012-21-NH802L-WIP,Completed,Replenishment,11/25/22 02:36 PM,11/25/22 02:54 PM,11/25/22 02:54 PM,00:01,0
10529,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,11/25/22 02:29 PM,11/25/22 03:16 PM,11/25/22 03:16 PM,00:01,0
10528,Linde 11,Linde 11,Assembly-10,71191-T20-A610-M1-NH696L-WIP,Completed,Replenishment,11/25/22 02:29 PM,11/25/22 03:16 PM,11/25/22 03:16 PM,00:01,0
10527,Linde 11,Linde 11,Assembly-5,39120-T00-T010-M1,Completed,Replenishment,11/25/22 02:25 PM,11/25/22 02:50 PM,11/25/22 02:50 PM,00:10,0
10526,Linde 11,Linde 11,Assembly-14,74465-T20-A000-HCM,Completed,Container Move,11/25/22 02:22 PM,11/25/22 02:48 PM,11/25/22 02:48 PM,00:02,0
10525,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 02:22 PM,11/25/22 02:47 PM,11/25/22 02:47 PM,00:01,0
10524,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 02:18 PM,11/25/22 02:42 PM,11/25/22 02:42 PM,00:01,0
10523,Linde 11,Linde 11,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/25/22 02:17 PM,11/25/22 02:42 PM,11/25/22 02:42 PM,00:01,0
10522,Linde 15,Linde 15,Assembly-6,84161-T20-A012-21-NH882L-WIP,Completed,Replenishment,11/25/22 02:10 PM,11/25/22 02:32 PM,11/25/22 02:32 PM,00:03,0
10521,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,11/25/22 02:09 PM,11/25/22 02:27 PM,11/25/22 02:27 PM,00:01,0
10520,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/25/22 02:09 PM,11/25/22 02:27 PM,11/25/22 02:27 PM,00:01,0
10519,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH882L-HCM,Completed,F/G Put Away,11/25/22 02:08 PM,11/25/22 02:10 PM,11/25/22 02:10 PM,00:01,0
10518,Linde 11,Linde 11,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,11/25/22 02:07 PM,11/25/22 02:27 PM,11/25/22 02:27 PM,00:02,0
10517,Linde 15,Linde 15,Assembly-1,84500-T20-A012-X0-NH900L-WIP,Completed,Replenishment,11/25/22 02:06 PM,11/25/22 02:09 PM,11/25/22 02:09 PM,00:02,0
10516,Linde 11,Linde 11,Assembly-13,74415-T20-A000-HCM,Completed,F/G Put Away,11/25/22 02:05 PM,11/25/22 02:25 PM,11/25/22 02:25 PM,00:01,0
10515,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 02:05 PM,11/25/22 02:08 PM,11/25/22 02:25 PM,16:56,0
10514,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH882L-WIP,Completed,Replenishment,11/25/22 02:01 PM,11/25/22 02:08 PM,11/25/22 02:08 PM,00:02,0
10513,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH882L-HCM,Completed,F/G Put Away,11/25/22 01:57 PM,11/25/22 02:06 PM,11/25/22 02:06 PM,00:01,0
