Task #,Driver,Forklift,Workcenter,Part No,Status,Name,Creation Time,Start Time,End Time,Duration (m:s),Distance
2268,,,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 03:05 PM,,10/20/22 03:08 PM,,0
2267,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 03:03 PM,10/20/22 03:08 PM,10/20/22 03:08 PM,00:03,0
2266,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 03:02 PM,10/20/22 03:08 PM,10/20/22 03:08 PM,00:03,0
2265,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 02:46 PM,10/20/22 02:51 PM,10/20/22 02:52 PM,01:32,0
2264,Linde 15,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/20/22 02:42 PM,10/20/22 02:57 PM,10/20/22 03:08 PM,11:16,656
2263,Linde 17,Linde 15,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/20/22 02:34 PM,10/20/22 02:42 PM,10/20/22 02:42 PM,00:02,0
2262,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 02:14 PM,10/20/22 02:25 PM,10/20/22 02:26 PM,01:13,41
2261,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 02:12 PM,10/20/22 02:27 PM,10/20/22 02:27 PM,00:03,0
2260,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 01:59 PM,10/20/22 02:00 PM,10/20/22 02:00 PM,00:02,0
2259,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/20/22 01:58 PM,10/20/22 02:02 PM,10/20/22 02:02 PM,00:01,0
2258,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 01:58 PM,10/20/22 01:59 PM,10/20/22 01:59 PM,00:12,0
2257,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 01:56 PM,10/20/22 01:59 PM,10/20/22 01:59 PM,00:01,0
2256,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 01:55 PM,10/20/22 01:59 PM,10/20/22 01:59 PM,00:01,0
2255,Linde 17,Linde 15,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/20/22 01:54 PM,10/20/22 02:02 PM,10/20/22 02:02 PM,00:01,0
2254,Linde 15,Linde 17,Assembly-16,74115-TBA-A010,Completed,Replenishment,10/20/22 01:54 PM,10/20/22 02:01 PM,10/20/22 02:03 PM,01:18,0
2253,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 01:54 PM,10/20/22 01:55 PM,10/20/22 01:55 PM,00:02,0
2252,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 01:53 PM,10/20/22 01:54 PM,10/20/22 01:54 PM,00:01,0
2251,Test Driver,Test,Assembly-2,84181-T20-A010-M1-NH900L-WIP,Completed,Replenishment,10/20/22 01:52 PM,10/20/22 01:54 PM,10/20/22 01:54 PM,00:05,0
2250,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 01:37 PM,10/20/22 01:40 PM,10/20/22 01:45 PM,05:08,201
2249,Linde 17,Linde 15,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/20/22 11:51 AM,10/20/22 11:53 AM,10/20/22 11:53 AM,00:01,0
2248,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/20/22 11:43 AM,10/20/22 11:53 AM,10/20/22 11:53 AM,00:01,0
2247,Linde 17,Linde 15,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,10/20/22 11:43 AM,10/20/22 11:53 AM,10/20/22 11:53 AM,00:02,0
2246,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 11:19 AM,10/20/22 11:20 AM,10/20/22 11:20 AM,00:17,0
2245,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 11:18 AM,10/20/22 11:18 AM,10/20/22 11:18 AM,00:02,0
2244,Linde 17,Linde 15,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/20/22 11:17 AM,10/20/22 11:17 AM,10/20/22 11:17 AM,00:01,0
2243,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 11:17 AM,10/20/22 11:17 AM,10/20/22 11:17 AM,00:02,0
2242,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 11:16 AM,10/20/22 11:16 AM,10/20/22 11:16 AM,00:03,0
2241,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 11:15 AM,10/20/22 11:15 AM,10/20/22 11:15 AM,00:02,0
2240,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 11:13 AM,10/20/22 11:15 AM,10/20/22 11:15 AM,00:01,0
2239,Linde 15,Linde 17,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 11:13 AM,10/20/22 11:13 AM,10/20/22 11:14 AM,00:32,15
2238,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 11:12 AM,10/20/22 11:12 AM,10/20/22 11:15 AM,02:53,241
2237,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/20/22 10:37 AM,10/20/22 10:38 AM,10/20/22 10:44 AM,06:08,363
2236,Linde 15,Linde 17,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 10:37 AM,10/20/22 10:44 AM,10/20/22 10:44 AM,00:02,0
2235,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 10:29 AM,10/20/22 10:32 AM,10/20/22 10:32 AM,00:04,0
2234,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 10:28 AM,10/20/22 10:32 AM,10/20/22 10:32 AM,00:06,0
2233,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 10:27 AM,10/20/22 10:27 AM,10/20/22 10:27 AM,00:03,0
2232,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 10:25 AM,10/20/22 10:26 AM,10/20/22 10:26 AM,00:02,0
2231,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 10:24 AM,10/20/22 10:26 AM,10/20/22 10:26 AM,00:02,0
2230,Linde 15,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/20/22 10:07 AM,10/20/22 10:26 AM,10/20/22 10:26 AM,00:04,0
2229,Linde 17,Linde 15,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/20/22 09:57 AM,10/20/22 10:20 AM,10/20/22 10:21 AM,00:39,0
2228,Test Driver,Test,Assembly-2,2D BARCODE,Completed,Replenishment,10/20/22 09:51 AM,10/20/22 11:38 AM,10/20/22 11:38 AM,00:09,0
2227,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/20/22 09:11 AM,10/20/22 09:21 AM,10/20/22 09:21 AM,00:01,0
2226,Linde 17,Linde 15,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/20/22 09:10 AM,10/20/22 09:21 AM,10/20/22 09:21 AM,00:02,0
2225,Linde 17,Linde 15,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 09:08 AM,10/20/22 09:21 AM,10/20/22 09:21 AM,00:01,0
2224,Linde 15,Linde 17,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 08:23 AM,10/20/22 08:43 AM,10/20/22 08:44 AM,00:43,7
2223,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/20/22 08:04 AM,10/20/22 08:04 AM,10/20/22 08:16 AM,12:16,31
2222,Linde 15,Linde 17,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,10/20/22 07:54 AM,10/20/22 07:55 AM,10/20/22 07:55 AM,00:41,7
2221,Linde 17,Linde 15,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,10/20/22 07:42 AM,10/20/22 07:42 AM,10/20/22 07:43 AM,01:04,0
2220,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/20/22 07:27 AM,10/20/22 07:28 AM,10/20/22 07:28 AM,00:04,0
2219,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 11:29 PM,10/19/22 11:30 PM,10/19/22 11:30 PM,00:08,0
2218,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 10:50 PM,10/19/22 10:52 PM,10/19/22 10:57 PM,04:59,481
2217,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 10:47 PM,10/19/22 10:51 PM,10/19/22 10:51 PM,00:05,0
2216,Linde 15,Linde 17,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 10:24 PM,10/19/22 10:24 PM,10/19/22 10:27 PM,03:39,0
2215,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 09:52 PM,10/19/22 09:55 PM,10/19/22 09:56 PM,00:30,18
2214,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 09:41 PM,10/19/22 09:54 PM,10/19/22 09:55 PM,00:19,0
2213,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 09:40 PM,10/19/22 09:53 PM,10/19/22 09:54 PM,01:49,23
2212,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 09:40 PM,10/19/22 09:40 PM,10/19/22 09:52 PM,12:19,707
2211,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 09:39 PM,10/19/22 09:39 PM,10/19/22 09:39 PM,00:04,0
2210,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 09:37 PM,10/19/22 09:39 PM,10/19/22 09:39 PM,00:10,0
2209,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 09:36 PM,10/19/22 09:36 PM,10/19/22 09:39 PM,02:48,204
2208,Linde 15,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 09:20 PM,10/19/22 09:20 PM,10/19/22 09:36 PM,15:59,287
2207,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 09:07 PM,10/19/22 09:13 PM,10/19/22 09:17 PM,03:57,0
2206,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 08:54 PM,10/19/22 08:54 PM,10/19/22 08:56 PM,01:53,235
2205,Linde 15,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 08:00 PM,10/19/22 08:33 PM,10/19/22 08:36 PM,02:07,78
2204,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 07:51 PM,10/19/22 07:53 PM,10/19/22 08:00 PM,07:09,0
2203,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 07:30 PM,10/19/22 07:30 PM,10/19/22 07:32 PM,02:11,132
2202,Linde 15,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 07:11 PM,10/19/22 07:16 PM,10/19/22 07:17 PM,00:36,0
2201,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 07:09 PM,10/19/22 07:09 PM,10/19/22 07:11 PM,01:18,21
2200,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 06:42 PM,10/19/22 06:45 PM,10/19/22 06:45 PM,00:06,0
2199,Linde 15,Linde 17,Assembly-16,74115-TBA-A010,Completed,Replenishment,10/19/22 06:38 PM,10/19/22 06:41 PM,10/19/22 06:41 PM,00:04,0
2198,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 06:28 PM,10/19/22 06:41 PM,10/19/22 06:41 PM,00:17,0
2197,Linde 15,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 06:26 PM,10/19/22 06:40 PM,10/19/22 06:41 PM,00:31,0
2196,Linde 15,Linde 17,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 05:50 PM,10/19/22 05:51 PM,10/19/22 05:52 PM,00:49,43
2195,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 05:50 PM,10/19/22 05:52 PM,10/19/22 05:53 PM,01:02,9
2194,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 05:30 PM,10/19/22 05:39 PM,10/19/22 05:39 PM,00:08,0
2193,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 05:09 PM,10/19/22 05:10 PM,10/19/22 05:10 PM,00:15,0
2192,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 04:20 PM,10/19/22 04:48 PM,10/19/22 04:48 PM,00:11,0
2191,Linde 17,Linde 15,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 03:17 PM,10/19/22 03:18 PM,10/19/22 03:18 PM,00:04,0
2190,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 03:14 PM,10/19/22 03:18 PM,10/19/22 03:18 PM,00:02,0
2189,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 02:49 PM,10/19/22 02:50 PM,10/19/22 02:50 PM,00:05,0
2188,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 02:48 PM,10/19/22 02:48 PM,10/19/22 02:49 PM,00:02,0
2187,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 02:48 PM,10/19/22 02:49 PM,10/19/22 02:49 PM,00:02,0
2186,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 02:47 PM,10/19/22 02:48 PM,10/19/22 02:48 PM,00:02,0
2185,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 02:46 PM,10/19/22 02:48 PM,10/19/22 02:48 PM,00:02,0
2184,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 02:45 PM,10/19/22 02:48 PM,10/19/22 02:48 PM,00:02,0
2183,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 02:43 PM,10/19/22 02:48 PM,10/19/22 02:48 PM,00:06,0
2182,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 02:42 PM,10/19/22 02:45 PM,10/19/22 02:48 PM,03:27,0
2181,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,10/19/22 02:26 PM,10/19/22 02:35 PM,10/19/22 02:39 PM,04:04,336
2180,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 02:24 PM,10/19/22 02:24 PM,10/19/22 02:25 PM,01:32,0
2179,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/19/22 01:59 PM,10/19/22 02:00 PM,10/19/22 02:01 PM,00:45,19
2178,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,10/19/22 01:26 PM,10/19/22 01:26 PM,10/19/22 01:26 PM,00:01,0
2177,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 01:20 PM,10/19/22 01:22 PM,10/19/22 01:22 PM,00:01,0
2176,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,10/19/22 12:45 PM,10/19/22 12:48 PM,10/19/22 12:48 PM,00:02,0
2175,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 12:20 PM,10/19/22 12:20 PM,10/19/22 12:20 PM,00:01,0
2174,Linde 17,Linde 15,Assembly-16,74114-T20-A004,Completed,Replenishment,10/19/22 12:09 PM,10/19/22 12:20 PM,10/19/22 12:20 PM,00:02,0
2173,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:50 AM,10/19/22 11:51 AM,10/19/22 11:51 AM,00:01,0
2172,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:49 AM,10/19/22 11:49 AM,10/19/22 11:49 AM,00:01,0
2171,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:48 AM,10/19/22 11:49 AM,10/19/22 11:49 AM,00:01,0
2170,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:47 AM,10/19/22 11:49 AM,10/19/22 11:49 AM,00:01,0
2169,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:45 AM,10/19/22 11:49 AM,10/19/22 11:49 AM,00:02,0
2168,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:44 AM,10/19/22 11:49 AM,10/19/22 11:49 AM,00:03,0
2167,Linde 15,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:43 AM,10/19/22 11:49 AM,10/19/22 11:49 AM,00:37,0
2166,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 11:42 AM,10/19/22 11:47 AM,10/19/22 11:49 AM,01:43,139
2165,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/19/22 11:30 AM,10/19/22 11:31 AM,10/19/22 11:32 AM,01:53,141
2164,Linde 17,Linde 15,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,10/19/22 11:24 AM,10/19/22 11:25 AM,10/19/22 11:28 AM,02:20,148
2163,Linde 17,Linde 15,Assembly-17,74119-T20-A012,Completed,Replenishment,10/19/22 11:23 AM,10/19/22 11:25 AM,10/19/22 11:25 AM,00:50,0
2162,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/19/22 10:18 AM,10/19/22 10:19 AM,10/19/22 10:21 AM,01:33,183
2161,Linde 17,Linde 15,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,10/19/22 10:04 AM,10/19/22 10:06 AM,10/19/22 10:06 AM,00:02,0
2160,Linde 17,Linde 15,Assembly-16,74114-T20-A004,Completed,Replenishment,10/19/22 09:56 AM,10/19/22 09:57 AM,10/19/22 10:00 AM,02:42,0
2159,Linde 17,Linde 17,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/19/22 09:37 AM,10/19/22 09:37 AM,10/19/22 09:37 AM,00:06,0
2158,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/19/22 08:20 AM,10/19/22 08:27 AM,10/19/22 08:27 AM,00:02,0
2157,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/19/22 08:19 AM,10/19/22 08:27 AM,10/19/22 08:27 AM,00:01,0
2156,Linde 17,Linde 15,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/19/22 08:18 AM,10/19/22 08:23 AM,10/19/22 08:26 AM,03:38,2
2155,Linde 15,Linde 17,Assembly-16,74115-TBA-A010,Completed,Replenishment,10/19/22 08:18 AM,10/19/22 08:21 AM,10/19/22 08:21 AM,00:03,0
2154,Linde 17,Linde 15,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 04:12 PM,10/18/22 04:37 PM,10/18/22 04:43 PM,05:24,
2153,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 03:23 PM,10/18/22 03:23 PM,10/18/22 03:23 PM,00:03,
2152,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 02:39 PM,10/18/22 02:40 PM,10/18/22 02:40 PM,00:21,
2151,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 11:36 AM,10/18/22 11:36 AM,10/18/22 11:37 AM,00:23,
2150,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 09:50 AM,10/18/22 09:53 AM,10/18/22 09:53 AM,00:05,
2149,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 08:34 AM,10/18/22 08:34 AM,10/18/22 08:34 AM,00:03,
2148,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 07:42 AM,10/18/22 07:43 AM,10/18/22 07:43 AM,00:02,0
2147,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 07:08 AM,10/18/22 07:31 AM,10/18/22 07:31 AM,00:02,
2146,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 07:07 AM,10/18/22 07:31 AM,10/18/22 07:31 AM,00:02,
2145,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/18/22 07:06 AM,10/18/22 07:31 AM,10/18/22 07:31 AM,00:02,
2144,Linde 17,Linde 17,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/17/22 05:05 PM,10/17/22 10:27 PM,10/17/22 10:27 PM,00:07,
2143,Linde 17,Linde 17,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/17/22 04:08 PM,10/17/22 10:27 PM,10/17/22 10:27 PM,00:08,
2142,Linde 15,Linde 17,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/17/22 02:55 PM,10/17/22 02:56 PM,10/17/22 02:58 PM,01:44,0
2141,Linde 15,Linde 17,Assembly-17,74119-T20-A012,Completed,Replenishment,10/17/22 02:47 PM,10/17/22 02:53 PM,10/17/22 02:53 PM,00:04,
2140,Linde 15,Linde 17,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/17/22 02:05 PM,10/17/22 02:08 PM,10/17/22 02:14 PM,06:18,0
2139,Linde 15,Linde 17,Assembly-17,74110-T20-A100-HCM,Completed,F/G Put Away,10/17/22 12:07 PM,10/17/22 12:21 PM,10/17/22 12:21 PM,00:02,
2138,Linde 15,Linde 17,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,10/17/22 10:51 AM,10/17/22 10:52 AM,10/17/22 10:53 AM,00:10,
2137,Linde 15,Linde 17,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,10/17/22 07:57 AM,10/17/22 07:58 AM,10/17/22 07:58 AM,00:03,
2136,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/14/22 08:55 PM,10/17/22 07:07 AM,10/17/22 07:07 AM,00:02,
2135,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/14/22 07:48 PM,10/17/22 07:07 AM,10/17/22 07:07 AM,00:02,
2134,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/14/22 07:46 PM,10/17/22 07:07 AM,10/17/22 07:07 AM,00:03,
2133,Linde 15,Linde 17,Assembly-17,74110-T20-A000-MAP,Completed,F/G Put Away,10/14/22 07:44 PM,10/17/22 07:07 AM,10/17/22 07:07 AM,00:03,
2132,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,10/14/22 05:02 PM,10/17/22 07:07 AM,10/17/22 07:07 AM,00:03,
2131,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,10/14/22 04:12 PM,10/17/22 07:07 AM,10/17/22 07:07 AM,00:03,
2130,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/14/22 02:42 PM,10/14/22 02:46 PM,10/14/22 02:48 PM,02:01,225
2129,Linde 17,Linde 15,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,10/14/22 02:31 PM,10/14/22 02:33 PM,10/14/22 02:35 PM,02:15,69
2128,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/14/22 02:11 PM,10/14/22 02:26 PM,10/14/22 02:27 PM,01:33,
2127,Linde 17,Linde 15,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,10/14/22 01:48 PM,10/14/22 01:55 PM,10/14/22 02:29 PM,33:41,325
2126,Linde 17,Linde 15,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,10/14/22 01:22 PM,10/14/22 01:22 PM,10/14/22 01:29 PM,07:25,51
2125,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/14/22 01:11 PM,10/14/22 01:13 PM,10/14/22 01:13 PM,00:26,4
2124,Linde 17,Linde 15,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,10/14/22 12:51 PM,10/14/22 12:51 PM,10/14/22 12:57 PM,05:29,21
2123,Linde 17,Linde 15,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/14/22 12:38 PM,10/14/22 12:40 PM,10/14/22 12:41 PM,01:09,80
2122,Linde 17,Linde 15,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,10/14/22 12:25 PM,10/14/22 12:26 PM,10/14/22 12:35 PM,08:48,
2121,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/14/22 12:04 PM,10/14/22 12:05 PM,10/14/22 12:08 PM,03:45,
2120,Linde 15,Linde 17,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,10/14/22 10:58 AM,10/14/22 11:39 AM,10/14/22 11:39 AM,00:01,
2119,Linde 15,Linde 17,Assembly-17,74110-T20-A000-HCM,Completed,F/G Put Away,10/14/22 10:53 AM,10/14/22 11:39 AM,10/14/22 11:39 AM,00:02,
2118,Linde 15,Linde 17,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,10/14/22 10:48 AM,10/14/22 11:39 AM,10/14/22 11:39 AM,00:03,
